Lew Fields
Willard Parker
Edward Brophy
Bobby Jordan
Horace Hodges
Morland Graham
Edwin Greenwood
Stephen Haggard
Jeanne deCasalis
Mabel Terry Lewis
A.Bromley Davenport
no\_actor
Emile Borea
Sally Stewart
Phillippe Leaver
Zelma vanDias
Charles Oliver
Kathleen Tremaine
s a
Toni Collette
Rachel Griffiths
Bill Hunter
s a
s a
Charles Waggenheim
Barbara Pepper
Francis Carson
Emery Powell
Edward Conrad
Ror Gordon
Gertrude Hoffman
Martin Lamont
Barry Bernard
John Burton
none
Gladys Cooper
Auriol Lee
Tiana Thi Tranh Nga
Patricia Farr
Charlie Bates
Irving Bacon
Janet Shaw
Estelle Jewell
Larry Blyden
Kathie Browne
Berkley Harris
Allan Baxter
Dennis Christopher
Richard Bradford
Keeley Hawes
Dermot Mulroney
Rupert Everett
Philip Bosco
Emmet Walsh
Olivia deHaviland
James Cagney
Hugh Sothern
Edward Pawley
Lew Harvey
Trevor Bardette
Arthur Aylesworth
Irving Bacon
s a
Peter vanEyck
Charles Fredericks
Richard Reeves
Zippy
Benoit Poolvoorde
Andre Borzei
Remy Belvaux
R.H. Thompson
s a
Alex Minotis
no\_actor
Jean Acker
Donald Curtis
John Emery
Edith Evanson
s a
Douglas Dick
John Tetzel
John Goldsworthy
Lester Matthew
Pat Aherne
Colin Hunter
Cornell Borchers
Bruni Lobel
`Villette'
Jake dArcy
Claire Grogan
Noah Wyle
Josh Hopkins
Joey Slotnick
John DiMaggio
Bodhi Pine Elfman
J.G. Hertzler
Wayne Pere
Sheila Shaw
s a
Rex Reed
Jim Bacckus
Toby Wing
Harry Warren
Al Dubin
Frances Bavier
Ray Montgomery
John Gallaudet
Royal Dono
s a
s a
Aaron Spelling
Christopher Olson
Mogens Wieth
Tita Purdom
Jerry Barcley
Irene Lang
John Turtorro
Anna Galiena
Theresa Russell
Donald Pleasance
Alec Guiness
Dennis Lawson
Peter Capaldi
Jenny Seagrove
Pablo Ferrez
Ted Healy
Jack Peral
Elsie Wagstaff
Alan Barnes
Suzanna Hamilton
Gregor Fisher
Ally Sheedy
s a
Laura Hutton
Stan Shard
Dina Menell
Cindy Shittmein
s a
s a
John Heldabrand
Doreen Lang
Norma Connolly
Lola DAnnuzio
Robert Essen
Kippy Campbell
Charles Cooper
Esther Miniciotti
Laurinda Barrett
s a
Eloise Hardt
Louise Larabee
Norman Leavitt

Gavin Gordon
Marianne Stewart
Charles Webster
John Zaremba
Nick Nicholson
Therese Lyon
Mard Dunn
Therese Lyon
Phillip Bournef
Ralph Clinton
Doreen Lang
Owen Cunningham
Barry Harvey
Michael Hadlow
William Hughes
Allan Lane
Eve Marie Saint
Jessie Roy Landis
none
Donna Corcoran
Jeff Fahey
Roberta Maxwell
Robert Towne
CB4
Allan Payne
Deezer D.
Chris Elliott
A.Khandi Alexander
William Lundigan
Carl Betz
Josh Mostel
Bradley Whitford
Bridgette Wilson
s a
Tracy Pollan
Bill Smitrovich
Meg Dotrice
s a
Nallig Horrigan
Susan Hatward
Beverly Whitney
Maxie Rosenbloom
Sig Rumann
George Pelling
Judith Hoag
Elias Koteas
Jean Simmon
Arthur Hunnicut
Edgar Buchanan
Gottfried John
Mark Rylance
Ben Asta
Harold O. Dyrenforth
Frank Holms
Eilleen Anderson
Otto Reichow
Patrick Macnee
Barry G. Harvey
Percy Heston
Mike Ragan
Maidia Norman
Sally Hughes
Michelle Burke
Michael McKeane
David Spade
Dave Thomas
Mike Dytri
Craig Gilmore
Paul Bartel
Darcy Marta
Johanna Went
Peter Wyngarde
Anthony Nicholls
Nicholas Cage
Isabella Rosselini
s a
Peggy Lipton
Philippe Noiret
Thierry Lhermite
Nanni Moretti
s a
Bill Pullman
Patricia Arquette
Agnes deMille
Gerard Depardieux
Christian Clavier
Roberto Begnigni
Gottfied John
Hardy Krueger~jr.
Laetitia Casta
Arturo Pirovani
Guiseppe diLiguoro
Guiseppe diLiguoro
Lillian Tucker
Guy Oliver
Winter Hall
Claire McDowell
SarahJane Farley
Bob Sweeny
Hannah Gordon
Barbara Leigh-Hunt
Alec Mccowen
Sonic Youth
Nirvana
Dinosaur~jr.
Gumball
Babes in Toyland
The Ramones
Isabella Rosselini
Priscilla Pointer
Woody Harrelson
Stephen Dillane
Kerry Fox
Robert Carlyle
Ashley Johnson
sa
sa
James Spader
Madchen Amick
Frederic Lehne
George Ratoff
PierreMichel Beck
Nicole Berger
Jean Martinelli
s a
s a
s a
Jennifer Lopez
Jim Caviezel
Terrence Howard
Robin Wright Penn
Ilena Douglas
Robbie Coltrane
Jesse James
Veveka Davis
s a
Koji Yakusho
Kenneth Moore
Goerge Rose
John Cairney
Hardy Kroger
Michael Goodlife
Alec McGowen
May Zetterling
David Burns
Abner Biberman
Gavin Gordon
Diana Adams
Loon Askin
Clem Bevans
Larry Keating
Clair Bloom
Rik Mayall
Martha Stewart
Leonore Aubert
Bourvil
Annie Giradot
Oliver Hussenot
Swoosie Kurtz
Bartalomeo Pagano
Karl Scheydt
Margaretha vonTrotta
Hans Hirschm\"uller
Irm Herrmann
Hanna Scygulla
Lou Castel
Werner Schroeter
Eddie Constantine
Anne Heche
David Schwimmer
Jaqueline Obradors
Temuera Morrison
Allison Janney
Cliff Lutz
Margarethe vonTrotta
Gunther Kaufmann
Pina Menichelli
Febo Mari
Karl Scheydt
Elga Sorbas
Margarethe vonTrotta
Ingrid Caven
Lilith Ungerer
Amadeus Fengler
Candiad Royalle
Lilith Ungerer
Julia Louis Dreyfus
Charlie Hofheimer
Bruce Speermans
Natassia Kinski
Jarmand Henry
s a
s a
s a
Louis Lombardy
Charles Rakesh
Tommy Lewis
Freddy Reynolds
Deborah May
Loretta Devine
Kristen Cloke
Charlie Spradling
Vernee Watson Johnson
Rick Dean
Paddi Edwards
Merret Oppenheim
Renate Steiger
Bourvil
Carette
Gregoire Aslan
s a
Frank Middlemass
Clyde Jeavons
Dana WheelerNicholson
Richard Tyson
Carroll Baker
Cathy Moriarity
Joseph Cousins
Christopher Cousins
Pina Menichelli
Frank Lagella
Kevin Dunn
Ving Rhames
Rick Moran
Lin Ching Hsai
Sally Yeh
Cherie Chung
Pina Menichelli
Alberto Nepoti
Febo Mari
Valentina Frascaroli
Gabriel Moreau
Ernesto Vaser
Enrico Gemelli
Carette
Gregoire Aslan
s a
Robert Lowry
Barton McLaine
Louise Allbritton
Jose Miguez
Eva Duarte
Elisha Cook~jr
Marguerite Moreno
Charles Dullin
Acquanetta
Douglas Dumbrille
Jouce Carey
Adrianne Allen
Rebacca Smart
s a
s a
Om Puri
s a
s a
Rachel Griffiths
Jackie Condon
Peggy Cartwright
Mickey Daniels
Ita Rina
Karel Schleichert
Olaf ford
Theo Pistek
David Hess
Jeremy Rain
Fred Lincoln
James Whitworth
s a
s a
s a
s a
sr
sr
Susan Lanier
Robert Houston
Martin Speer
Jennifer LoveHewitt
Brandy
Mekhi Phifer
Matthew Settle
Rod Scheider
Max vonBulow
Rosemary deCamp
John Emery
Leonard Strong
s a
s a
s a
s a
s a
s a
s a
s a
s a
s a
s a
s a
Libertad Lamarque
Hugo delCarril
Jose Ollara
Orestes Caviglia
Juan Jose
Orestes Caviglia
Armando Boffilde Pirovano
Tino Tori
Elvira Quiroga
Eva Duarte
Lisa Kudrow
Benjamin Bratt
John DiResta
Deidre Quinn
Amanda Duff
Douglas Dumbrille
Charles D. Brown
Robert Lowey
Eddie Marr
Harry Woods
Margarita Lozano
Caroline Silva
s a
s a
s a
Acquanetta
Alma Lloyd
Mauritz Hugo
Fred McMurray
Gale Sondergard
Bennie Bartlett
Donald meek
Pedro deCordoba
Lucy Beaumont
Ira Singman
Jackie `Butch' Jenkins
Frances Gifford
Joel McCrae
Henry ONeil
John Mack Brown
Rebecca Wassem
Joe Cobb
Jackie Condon
Lili Taylor
Annabeth Gish
Vincent Phillip DOnofrio
William R. Moses
Adam Storke
Louis Turenne
Matt Damon
Jackie Condon
Richard Daniels
Mickey Daniels
Jackie Condon
Peggy Cartwright
Mickey Daniels
Jean Brooks
Margaret Landry
Jackie Condon
Peggy Cartwright
Mickey Daniels
Tom Conway
Elizabeth Russell
Jaquline Delubac
Charles Dullin
Virginia Huston
Paul Valentine
Ken Niles
s a
Adele Jergens
Robert Jordan
Sean Austin
Andrew Divoff
Louis Gossett~jr.
Kent Coogan
Will Albertson
R.Lee Ermy
Masour Adani
Sham Phelan
John Shaw
Gilber Adler
Dennis Miller
Erika Eleniak
Angie Everhart
Corey Feldman
John Kassir
AnnMargaret
s a
Bill Pullman
Lyle Latell
Joseph Crehan
Trevor Bardette
Chocho Miyako
Chieko Baishu
Rumi Sakakibara
Philip Merryvale
Junko Ikeuchi
Chieko Baishu
Corinne Calvert
Zolya Talma
Ronald Coleman
Ed Baigley~jr
Kimberly McArthur
Tessa Richarde
Jaime Lynn Bauer
James Best
Movita Castenada
Dudley Digges
s a
Bill Paxton
Kits
s a
Danny Aiello
Kristy Swenson
Henry Rollins
Josh Mostel
Ray Wise
Drach~jr.
MarieJose Nat
JeanLouis Trintigant
Nathalie Roussel
Jeff Seymour
Carmen Argenziaon
s a
Hugh Laurie
Kelly Macdonald
Simon McBurney
Irene Brown
Colin KeithJohnson
Joanna Moore
Harris
Dorothy L.
Tyler McEvey
William Challerel
Anne Anderson
Noelle Adams
Gillian Hills
William Hansen
Brian G. Hutton
Gordon Wynn
Peggy Cass
s a
Doris Llloyd
Robert Bray
Karl Davis
George Greico
Dorothea Lord
David Fresco
Leslie Neilson
Fay Harrison
Wendell Holmes
Edward Jerom
Donald Wolfit
Dany Carrell
Donald Pleasance
Barbara Stanwyk
Betty Lou Keim
Billy Bevan
John Warburton
Margeret Lindsay
Laurence Oliver
Katherine Ross
Mary Healy
Mary Jo Tarola
Monica Lewis
Jane darwell
Nicholas Joy
Dabbs Greer
Maggie Jacobson
Gwen Wells
Melany Winter
David Buchowsky
Harvey Miller
Milos Foreman
Nelly Alard
Lisa Richards
Frances Bergen
Marlena Giovi
Daphna Kastner
Victoria Foyt
Matt Salinger
Barbara Whiting
Andre Toffel
Charlotee Rampling
Jane Kaczmarek
Christopher Neame
Robin Johnson
Rob Knepper
Casey Adams
Alex dArcy
Carl Betz
Aaron Spelling
Victoria Foyt
Stephen Dillane
Noel Harrison
Sean Patrick Flanery
Jeremy Reid
Ray Wise
Alex Alan Morris
Lance Hendrickson
Bradford Tatum
Brandon Smith
John Harron
Abishek Kapoor
Twinkle Khanna
Joan Valerie
Queenie Vassar
s a
s a
s a
s a
s a
s a
s a
Michail Craig
Deborah Moore
Tsilla Chelton
Catherine Jacob
Dom DeLouise
Lesli Brooks
Xavier Cugat
Cecilia Loftus
Flora Sheffield
Don Costello
John Philiber
William Dix
Rg Armstrng
Leonard Sachs
Michael Hui
Bob Tessier
Brock Yates
Hal Carter
Dudley Remus
Jim Lewis
Lois Areno
Janet Woytak
George Furth
Rick Aviles
Warren Berlinger
Tara Buckman
Joe Klecko
Norman Grabowski
Richard Losey
Jimmy "the Greek" Snyder
Keiko Takeshita
Akira Emoto
Keiko Awaji
Samuel B. Hinds
Edwin Richfield
Kimiko Goto
Chieko Baisho
Hidetaka Yoshioka
Morris Day
Jerome Benton
The Time
Jill Jones
Mavis Staples
Ingrid Chavez
Ralph Bates
Martine Beswick
Pauline Moore
Edward Furlong
Rosie Perez
Patricia Barry
Alice Pearce
s a
John Megna
Leslie Nielsem
Don Chastain
Eileen Wilson
Toshiyuki Takaba
Keiko Takeshita
Kunie Tanaka
Philly Wohl
Anette Andre
Nathalie Nell
Bill Paxton
Robert Davi
Catherine Hessling
St\'ephane Audran
Elisha Cook~jr
sa
Marie Wells
Julian Riviero
Ernie Adams
Hank Bell
Svetozar Cvetkovic
Anita Mancic
Alexandra Rohmig
Petar Bozovic
s a
Josef Odin
Patricia Arquette
s a
s a
Don Levitt
David Hutchinson
Finlay Curry
Derrick deMsrney
Gr\'egoire Aslan
Diedre Hall
John Kaplosi
Jimmy Gleason
Lila Lee
s a
s a
s a
s a
s a
Nathan Lane
Iriine Bedart
sa
Sylvain Copoans
Bob Mathias
s a
Donald Moffatt
Ann Woodsworth
s a
Bill Irwin
Red Clay Ramblers
Tantoo Cardinal
Christophe Garcia
Isabelle Sadoyan
Arlette Balkis
Daniel Milgram
William Hanney
Criswell
Texas Starr
Bunny Glaser
Fawn Silver
Jack McGee
Marguerite Gance
Jean Debucourt
Charles Lamy
Jean-Pierre Cassel
Cyril Kusack
Jean-Pierre Cassel
Meredith Salberger
Louanne
Mathew L. Perry
Costa Kazakos
Irene Pappas
Casta Carras
s a
s a
s a
s a
Kristy Swanson
Luke Perry
Randall Batinkoff
Paul Reubens
Sarah Michelle Gellar
Malcom McDowall
Britt Eklund
Joss Aukland
Leon Greene
Richard hurndall
Alastair Sim
s a
Craig Alan Edwards
Harry Winter
LisaMarle Felter
Susan Lynn Ross
Orson Wells
Robert Weaver
Patrick OConnell
John Darrow
Lucien Prival
Charles Berling
Judith Godreche
Thomas Langmann
Lucille Norman
Tom Conway
Maggie Cheung
Nathalie Richard
s a
s a
Robert Shackleton
Mary Germaine
Howard Marion Crawford
Sharon x
s a
s a
Richard Helle
George Givot
Fred McMurray
Sam Hardy
Steve Clemento
Gordon McRae
Billy deWolfe
Bill Gordon
Gordon McRae
Barbara Stanwyk
Armin Mueller Stahl
s a
Louise Carter
Gaylord Lloyd
Milred Davis
Gus Leonard
Harry `Snub' Pollard
Noah Young
Christopher Lamber
Robert coote
Peggy Moran
Asha Menina
Shiloh Strong
Esther Rolle
Park Overall
Bill Paxton
William Sadler
Ice-T
Ice Cube
Bruce A. Young
Art Evans
Stoney Jackson
Tico Welt
Jim Riggs
Wes Studi
Jason Patric
Kevin Tighe
Matt Damon
John Ridgely
Kay Keyser
Ginny Simms
George Cleveland
Claire Nebout
Vittorio Mezzogiorno
Frances Hunt
Charles Winniger
June Lang
Adam Sadler
Billy Idol
Fairuza Balk
Marushka Detmers
Federico Pizalis
s a
Craig Chester
Michael Gunther
James Lyons
Parker Posey
Irving Howe
Daniel Bell
Nathan Glazer
Irving Kristol
Graham Bickel
Rick Morena
William D
Richard Lawson
Rick Rossridge
Elka Kaota
Christopher Michtchum
Nina deRose
Lew
Christopher White
s a
s a
s a
Ilan MitchellSmith
Jenny Wright
Jose Sacristan
Maia Morgenstern
Razvan Vasilescu
Ed ONeill
E-than Randall
Christen McDonald
Ari Megro
C.D. Daley
Jobeth Williams
Erville Anderson
Hans vonSchlettow
Margarethe Kupfer
James Spader
Joanne WhalleyKilmer
Charlotte Lewis
Chuck McCann
Charlie Haid
Chino Fats Williams
Jeff Perry
Galyn G\"org
Justine Arlin
George Kee Cheung
Phillip Carter
Vincent Schiavelli
Melvin VanPeebles
Simon Chuckster
Hubert Scales
John Dullaghan
Wes Gale
Niva Rochelle
Rhetta Hughes
Megan Van Peebles
Max Van Peebles
Mario VanPeebles
Esther Rolle
Rhetta Hughes
Lilian Ghish
Dorothy Ghish
Lucille LaVerne
Morgan Wallace
Porter Strong
Robin Givens
Martin Lawrence
Winston Chao
May Chin
Sihing Lung
AhLeh Gua
Tien Pien
Robin Harris
Mark Polish
Michael Polish
Michele Hicks
Joan Hotchkis
Sandy McPeak
James Best
Kate Bruce
Charles Hill Mailes
Robert Harron
Alfred Paget
Leleti Khumalo
Miriam Makeba
Curly Joe
Larry
Moe
Joan Freeman
Emil Sitka
Norman Maurer
Edward Peil
Clarine Seymour
Ice Cube
Elizbeth Hurley
Ving Rhames
Robert Harron
Henry Walthall
Robert Harron
Alfred Paget
Howard Gaye
Erich vonStroheim
Chason Adams
John Pleshette
Laurie OConnor
Thelma Hopkins
s a
s a
Steve Segall
John Leguizamo
Oliver Platt
Joe Morton
David Suchet
s a
s a
s a
s a
James Belushi
Lorraine Bracco
Tony Goldwyn
s a
Robert Harron
Kate Bruce
Charles Hill Mailes
W.Christie Miller
Ralph Fiennes
s a
Blair Marion
Mare Winningham
Harper Simon
Lou Reed
Alfred Edel
Dudley Murphy
Kiki de Montparnasse
Mrs. Dudley Murphy
Patrick Macgee
Billy Dee Williams
Robert Cummins
Olympe Bradna
George Lloyd
Tina Chen
John Philip Law
Ann Knight
Lyle Bettger
Frances Farner
Clyde Beatty
Vince Barnett
E-than Hawke
Gary Sinise
Frank Whaley
Kevin Dillon
Peter Berg
Arye Gross
John C. McGinley
s a
Lyda Bonelli
Mario Bonnard
Terrence `T.C.' Carson
Blanch Baker
Chrissie Cotterill
Bruce Davidson
Jos\'e Perez
Joe Carberry
Don Blakely
Coseson
s a
s a
Linh Dan Pham
Vincent Perez
Dominique Blanc
Henri Marteau
Carlo Brandt
Eric Nguyen
Jean Baptiste Huan
Thibault deMontalbert
Mac Sennett
Jeanie Mcpherson
Lauren Holly
Woody Harrelson
Venessa Angel
Dewayne Jessie
Dark Cloud
Dell Henderson
Alan Danziger
Paul A. Partain
William Vail
Willeke van Ammelroy
Mario VanPeebles
Ilan MitchellSmith
Shelley Burch
Michael Coby
Ian Hendry
Carolyn Seymor
Sue Lloyd
Pamela Salem
Chris Elliott
Lee Evans
Lin Shaye
Keith David
Jim Carey
Richard Barboza
Laura Lane
Dewar Zasee
Kim Smith
D.W. Griffith
D.W. Griffith
Mwlvyn Dougls
Dorothy Stickney
Romney Brent
Joyce Bland
Sidney Fairbrother
William Hudson
Yvette Vickers
Otto Waldis
Roy Gordon
Craig Chester
Daniel Schlachet
Isabell Jewell
Vincent Sherman
John Colicos
John P. Ryan
Timothy Olyphant
Jay Mohr
Scott Wolf
Desmond Askew
William Fichtner
Katie Holmes
Taye Diggs
Brickin Meyer
Elspeth March
Noel Drayton
s a
Jon Favreau
Vince Vaughn
Fred Kohler
Fritzi Ridgeway
John MacKay
Adrienne Shelley
Gary Sauer
Eddie Falco
Merritt Nelson
s a
Vincent Gallo
Chloe Sevigny
sa
Robert Burke
William Sage
Karen Silas
Adrienne Shelley
Robert Burke
Christopher Cooke
Julia Mueller
Martin Donovan
Vincent Gallo
Christina Ricci
Anjelica Houston
Jennifer Lopez
Jayne Conty
Angie Stardust
Joaquin La Habana
Judith Flex
Lila from the Deep South
Gary Miller
James Urbaniak
Thomas Jay Ryan
Patrick Bergin
Iain Glen
Fiona Shaw
Bernard Hill
Richard Grant
Paul Onsongo
Helen Stanton
Beverly DAngelo
Arliss Howard
Cynda Williams
Kathleen Wilhoite
Constance Ford
Howard Townes
Percy Helton
Alfred Linder
Dabbs Greer
Jim Haglon
John Compton
Horst Erhardt
Ralph Moody
David Saber
Rudy lee
Kathleen Hartnagel
Norma Leavitt
Misa Shimuzu
Takeo Makahara
Takehiro Murata
s a
Lionel Attwill
Muriel Kikland
Bobby Ellis
Lisa Golm
Don Hmaner
Viggo Mortensen
Sean Bean
Cate Blanchett
Carmen Mathews
Jimmy Gleason
Paul Langton
Jake Litel
Gordon Oliver
Alice Ehlers
Tetsu Komai
Lilian Bond
Tom Tyler
Maurice Cstello
Richrad ney
Charles Davis
Frederic Warlock
Pamela Light
Joan Banks
Johnny Silver
Jarma Lewis
Julia Adams
Marian Lorne
Mary Carlisle
Edward Brophy
Chester Clute
Susan Kohner
William Forsythe
Wesly Snipes
Grace Zabriskie
Elizabeth Pena
Henry Morgan
Viginia Drake
Philip Coolidge
Wilton Graff
Betsy vonFurstenberg
Alan Hewitt
Stephen Bekassy
Peter Walker
Dorothea Lord
Norman duPont
Jeanette Nolan
Dorothea Lord
Nicole Stephane
Edouard Dermithe
Renee Cosima
Renee Cosima
Jacques Bernard
Marcia Mae Jones
s a
s a
Michael Madsen
s a
Chris Penn
Steven Wright
Allan Jenkins
Gabriel Dell
Bobby Jordan
Bernard Punsley
Jocelyn Brando
Sheila Bromley
Natch Kennedy
David McMann
Josie Lloyd
Julie Payne
s a
s a
s a
Florian Martens
Constanze Engelbrecht
Annett Kruschke
Liselotte
Phillip Sayer
Laurent Lucas
Mathilde Seigner
Sergi Lopez
Sophie Gullemin

sa
sa
sa
George White
Lyda Roberts
Arline Judge
Eddie Alberts
Barry Kelley
Margaret Rawlings
Lola Allbright
Cristine Ferrare
Jeff Cooper
Cathianne Blore
Nicholas Cage
Andre Brougher
Dennis Franz
Fernando Lujan
Marisa Paredes
Maggie Pierce
Adeline Pedroza
Anthony Huston
s a
Martin Kove
Frank Zagarino
sa
s a
s a
s a
s a
s a
Brian Jackson
Brian Jackson
James Best
s a
Pina Pellicier
Larry Domansin
Dennis King
Florence MacMichael
Jeno Mate
s a
Christina Ricci
Bill Pullman
Cathy Moriarity
s a
s a
s a
Leslie Cron
Nita Talbot
s a
s a
s a
s a
Franco Interlenghi
Rinaldo Smordoni
Jean-Louis Trintignant
John Cusack
Kelsey Grammer
Kirsten Dunst
Crahan Denton
Ron Nicholas
Myron Healey
Joan Dennis
Caroline Kearney
Frank Milan
Ted deCorsica
Tom Gillerau
Larry Perron
Roger DeKoven
Keith Bitter
Jodi Bensen
Charo
Gilbert Gottfried
Barry Gordon
Frank Maxwell
Phil Philips
Theodore Newton
Dudley Manlove
Maurice Manson
Oliva deHavilland
Eric Barker
George McReady
Lamberto Maggiorani
Enzo Staiola
s a
Brunella Bovo
Francesco Golissano
Emma Gramatica
Peter Lazer
Carlo Battisti
Maria Pia Casilio
Lina Gennari
Vittorio deSica
Karl Swanson
Sal Ponti
David Fresco
Rusty Lee
Katherine Squire
John Craven
Barry Gordon
Julia Meade
Ralph Clanton
Virginia Farmer
Elena Vertugo
Albert Cavers
Arthur Blake
Perce Hellman
Virginia Christensen
Gil Warner
Julia Dean
Elizabeth Russell
John Emery
Jason Robards~sr
Helen Freeman
Fay Helm
Madelaine Carroll
Le van Toc
Piscilla Lane
Lu Man San
Tran Nu YenKhe
Nguyen Anh Hoa
Tran Ngoc Trung
Truong Thi Loc
Vuong Hoa Hoi
John Masrley
Simon McCorkingdale
Jesse Owens
Nathan Lane
Lee Evans
Vicky Lewis
Michael Jeter
Eric Christmas
Maury Chaykin
Camille Soeberg
Margaret Whiting
Theresa Wright
Babe Ruth
Girish Karnad
Leon Quartermaine
Henry Ainley
Mackenzie Ward
Carroll Baker
Alfonso Bedaya
Shirley McLaine
Karen Balkin
Ben Bernie
Grace Bradley
Elisabeth Risdon
Ettore Manni
Claude Laydu
Arch Johnson
Isabella Rosselini
John Reilly
John Cusack
Danny Aiello
Tony Franciosa
Cathy Motiarty
William Austin
Jacquline Gadson
Elinor Glynn
Laurence Fishburne
Blair Underwood
Bebe Neuwith
Bill Pullman
Bebe Neuwirth
George C. scott
J.Warren Kerrigan
Jack Richardson
George Periolat
John Goodman
Richard Jenkins
Christina Estabrook
Michael Rooker
Kate Hudson
Courtney Love
Christina Ricci
Gaby Hoffman
Janeane Garafola
Martha Plimpton
Jack Gwyllim
Pauline Bush
Jeffrey Coombs
s a
John Cusack
Ti Robbins
Weird Al Jankovic
Veronica Quilligan
Paul Nicholas
Ringo Strarr
Paul Nicholas
Anulka Dziubinska
Victoria Russell
Christopher Gable
Tommy Tune
Max adrian
Brian Pringle
Moyra Fraser
Georgina Hale
Irene Bordoni
Paige OHara
Richard White
Jerry Ohrbach
David Ogden Stears
Jo Anne Worley
Peobo Bryson
Grace Zabriskie
Samantha Mathis
Jonathan Ward
Johnny Clegg
Raffi
ToneLoc
JeanYves Thual
Bernice Claire
Martyn Greene
John Barclay
Sydney Granville
McGillis
Tom Skerrit
Maxie 'Slapsie' Rosenbloom
Ernest Sefton
Eugeniusz Haczkiewicz
Miko Hughes
Gheorghe Dinica
Nick Scotti
Anthony Barrile
Jos\'e Ferrer
Jenny Neumann
Barbara Leigh
Walter Petrie
Gladys duBois
Tony Brubaker
Alexandra Cassavetas
Enrique Ponce
Spencer tracy
Katherine Houghton
Roy E. Glenn~sr.
Isabell Sanford
Virginia Christine
Mary Bryan
Olga Baclanove
Betty Bronson
Phyllis Haver
Jason Roberts
Philip Bosco
Kathryn Grody
Bob Ebbett
Robert Joseph Paul
Judy Pace
Jim Watkins
Lincoln Kirkpatrick
Julia Adams
Susan Gordon
Audrey Tatou
s a
Constance Ford
Jesse Royce Landis
Vera Baranovskays
Nikolai Batalov
Vsevolod Pudovkin
Bill Slack
Rudy Robles
Philip Coolidge
Ruta Lee
Nehemiah Pershoff
Leonard Strong
Ralph Peters
Matthew McConaughey
John Larch
Pamela Tiffin
AnnMargaret
Brynn Thayer
Steve James
JeanLuc Bideau
Raymond Bussieres
Dolly Read
Cynthia Meyers
John LaZar
Edy Williams
Lori Williams
Haji
Tura Satana
Susan Bernard
Stu Lancaster
Dennis Bush
Richard Coleman
Kevin Conway
s a
Raymond Singer
Brent Carver
s a
Maria Mayzerret
s a
s a
s a
Connie Russell
Billy Daniels
Larry J. Blake
George Couloris
Donald Wolfit
Bill Mumy
Barry Robin
Miles Chapin
Jesse White
Rocelle Hudson
Edward Trevor
Russell Simpson
Freddie Bartolomew
John Burton
s a
s a
Myriam Mezieres
Aziz Khabouch
Benoit Regent
Julia NicksonSoul
Russel Wong
Robert Davi
Maryam dAbo
John RhysDavis
s a
Robert Davi
Robert Brown
Caroline Bliss
Anthony Staker
Wayne Newton
Grand L. Bush
s a
Gerard Jugnot
Thierry Lhermite
Aure Atika
Keenan Ivory Wyans
Helena Bergstrom
Marella Oppenheim
David Strathairn
Mary McDonnell
Shirley Bassey
s a
Ray Liotta
Gaby Hoffman
Dwier Brown
sa
s a
sa
sa
sa
Jesper Sal\'en
Basia Frydman
Stellan Skarsgard
Niklas Odlund
Elisha Cook~Jr.
a s
Murray Alper
s.a.
none
Sydney Greenstreet
Chester Gan
Kam Tong
Lillian Hellman
Barbara Steisand
Laurence Oliver
Billy Wilder
Hobart Cavenaugh
Alec Guiness
Gregoire Aslan
Helen Cherry
Sidney James
Wayne Maunder
Philip Carey
Edy Williams
James B.Sikking
Don Calfa
Carl Duering
Herman Glogauer
Aline McMahon
Onlow Stevens
Russell Hopton
Mona Maris
Elisa Touati
Javier Bardem
Marbel Verdu
Maria deMederios
Lisa Kudrow
Jordi Molla
Penelope Cruz
Stefania Sandrelli
Javier Bardem
s a
Pam Dawber
JeanClaude vanDamme
Jaqueline Bisset
Nadia Grey
Bob Arthur
Robert Arthur
John Kellogg
Nina mae McKinney
Amy Brenneman
Rosemary deCamp
Jack Allen
Donald Gray
Elis Presley
Ral Donner
Johnny Harra
Joe Esposito
Ruth Terry
Roert Preston
JeanClaude vanDamme
Bruce McGill
Gloria Ruben
Mia Sara
Tom Sizemore
Lili Palmer
Stella Adler
Macdonald Carey
Leif Erikson
Glen anders
Jocelyn Brando
Helene Weigel
Helene Weigel
s a
s a
s a
Carrie Hein
Michael Bien
Paul Reisner
